postal_prefix,population
CT6 6,10719
CT6 7,12578
CT6 8,8947
CT7 0,4261
CT7 9,7868
CT8 8,7903
CT9 1,7661
CT9 2,11557
CT9 3,11131
CT9 4,4772
CT9 5,11234
CV1 1,1596
CV1 2,8005
CV1 3,4711
CV1 4,9116
CV1 5,12510
CV10 0,15743
CV10 7,12034
CV10 8,12415
CV10 9,16252
CV11 4,11975
CV11 5,11386
CV11 6,18065
CV12 0,9396
CV12 8,10651
CV12 9,12051
CV13 0,6449
CV13 6,4607
CV2 1,14786
CV2 2,13195
CV2 3,14147
CV2 4,14158
CV2 5,11840
CV21 1,12737
CV21 2,8427
CV21 3,10886
CV21 4,8126
CV22 5,10404
CV22 6,10636
CV22 7,18761
CV23 0,11517
CV23 1,1675
CV23 8,6139
CV23 9,8323
CV3 1,14497
CV3 2,16270
CV3 3,8832
CV3 4,4398
CV3 5,12649
CV3 6,13561
CV31 1,13255
CV31 2,12752
CV31 3,8412
CV32 4,3472
CV32 5,7465
CV32 6,8287
CV32 7,13690
CV33 9,8379
CV34 4,5233
CV34 5,14322
CV34 6,13841
CV34 7,1958
CV34 8,317
CV35 0,6265
CV35 7,5048
CV35 8,6428
CV35 9,9129
CV36 4,7548
CV36 5,2898
CV37 0,8282
CV37 6,6089
CV37 7,9589
CV37 8,9482
CV37 9,12164
CV4 7,9486
CV4 8,9544
CV4 9,18285
CV47 0,3184
CV47 1,4279
CV47 2,6452
CV47 7,798
CV47 8,2821
CV47 9,2638
CV5 6,12275
CV5 7,12038
CV5 8,12365
CV5 9,10405
CV6 1,13599
CV6 2,13708
CV6 3,11219
CV6 4,14754
CV6 5,15549
CV6 6,11343
CV6 7,13940
CV7 7,11363
CV7 8,9418
CV7 9,8527
CV8 1,11384
CV8 2,13235
CV8 3,6653
CV9 1,6440
CV9 2,9525
CV9 3,6731
CW1 2,1515
CW1 3,18657
CW1 4,13357
CW1 5,9946
CW1 6,1326
CW10 0,8800
CW10 9,6809
CW11 1,7523
CW11 2,2284
CW11 3,10210
CW11 4,7029
CW12 1,4860
CW12 2,5836
CW12 3,10526
CW12 4,12156
CW2 5,10304
CW2 6,10693
CW2 7,10003
CW2 8,13044
CW3 0,3232
CW3 9,6392
CW4 7,6048
CW4 8,4819
CW5 5,8801
CW5 6,8908
CW5 7,10855
CW5 8,4628
CW6 0,7344
CW6 9,6272
CW7 1,10203
CW7 2,11761
CW7 3,9491
CW7 4,3110
CW8 1,9153
CW8 2,10268
CW8 3,7474
CW8 4,13394
CW9 5,3633
CW9 6,5585
CW9 7,11757
CW9 8,14244
DA1 1,10984
DA1 2,13004
DA1 3,11793
DA1 4,10239
DA1 5,19348
DA10 0,6962
DA10 1,3927
DA11 0,8964
DA11 7,10202
DA11 8,12426
DA11 9,9810
DA12 1,6836
DA12 2,10141
DA12 3,2298
DA12 4,14264
DA12 5,15945
DA13 0,8937
DA13 9,5395
DA14 4,10425
DA14 5,4861
DA14 6,7852
DA15 7,5718
DA15 8,15410
DA15 9,8617
DA16 1,13036
DA16 2,14346
DA16 3,10104
DA17 5,11204
DA17 6,8209
DA18 4,5202
DA2 6,10976
DA2 7,11246
DA2 8,2038
DA3 7,8431
DA3 8,8688
DA4 0,3222
DA4 9,6206
DA5 1,7477
DA5 2,5390
DA5 3,8401
DA6 7,4845
DA6 8,6213
DA7 4,12388
DA7 5,11439
DA7 6,12273
DA8 1,14579
DA8 2,12033
DA8 3,11663
DA9 9,15244
DE1 1,6116
DE1 2,2581
DE1 3,7714
DE1 9,8
DE11 0,15335
DE11 7,10017
DE11 8,6820
DE11 9,14593
DE12 6,8637
DE12 7,9801
DE12 8,3649
DE13 0,19805
DE13 7,4067
DE13 8,8350
DE13 9,11053
DE14 1,3401
DE14 2,15731
DE14 3,16229
DE15 0,9871
DE15 9,15139
DE21 2,10285
DE21 4,13636
DE21 5,3501
DE21 6,17520
DE21 7,12703
DE22 1,6233
DE22 2,13541
DE22 3,17728
DE22 4,10281
DE22 5,968
DE23 1,9279
DE23 2,3000
DE23 3,8511
DE23 4,3098
DE23 6,19756
DE23 8,23142
DE24 0,15951
DE24 1,1254
DE24 3,7816
DE24 5,2475
DE24 8,17955
DE24 9,14548
DE3 0,9382
DE3 9,9265
DE4 2,8649
DE4 3,11996
DE4 4,6654
DE4 5,6842
DE45 1,8047
DE5 3,13238
DE5 8,4249
DE5 9,5006
DE55 1,7560
DE55 2,7945
DE55 3,3553
DE55 4,8135
DE55 5,8579
DE55 6,7986
DE55 7,10348
DE56 0,12060
DE56 1,13242
DE56 2,8637
DE56 4,5458
DE6 1,11718
DE6 2,4978
DE6 3,4291
DE6 4,1121
DE6 5,4513
DE65 5,12332
DE65 6,12176
DE7 4,12694
DE7 5,10477
DE7 6,11145
DE7 8,13810
DE7 9,3074
DE72 2,4445
DE72 3,16006
DE73 5,5130
DE73 6,7580
DE73 7,1921
DE73 8,6298
DE74 2,12927
DE75 7,18655
DG14 0,5
DG16 5,55
DH1 1,10120
DH1 2,8315
DH1 3,10307
DH1 4,9002
DH1 5,14806
DH2 1,10157
DH2 2,11333
DH2 3,8972
DH3 1,8378
DH3 2,6298
DH3 3,6161
DH3 4,5901
DH4 4,8280
DH4 5,6824
DH4 6,10516
DH4 7,9383
DH5 0,7881
DH5 8,6241
DH5 9,7113
DH6 1,6705
DH6 2,9636
DH6 3,5684
DH6 4,7235
DH6 5,5856
DH7 0,5727
DH7 6,8717
DH7 7,8123
DH7 8,10521
DH7 9,9652
DH8 0,6818
DH8 5,7064
DH8 6,6702
DH8 7,9312
DH8 8,7051
DH8 9,2914
DH9 0,4235
DH9 6,10874
DH9 7,8190
DH9 8,7254
DH9 9,6698
DL1 1,7265
DL1 2,12031
DL1 3,8807
DL1 4,13374
DL1 5,6436
DL10 4,5116
DL10 5,3421
DL10 6,2859
DL10 7,6602
DL11 6,1936
DL11 7,2911
DL12 0,2373
DL12 8,6785
DL12 9,3204
DL13 1,1470
DL13 2,2981
DL13 3,2987
DL13 4,3001
DL13 5,3139
DL14 0,6297
DL14 6,11070
DL14 7,4741
DL14 8,7203
DL14 9,8338
DL15 0,9044
DL15 8,5225
DL15 9,8808
DL16 6,11832
DL16 7,10525
DL17 0,5673
DL17 8,8515
DL17 9,3792
DL2 1,6789
DL2 2,7757
DL2 3,4206
DL3 0,14168
DL3 6,7754
DL3 7,3733
DL3 8,7753
DL3 9,9850
DL4 1,4427
DL4 2,5672
DL5 4,9846
DL5 5,6172
DL5 6,4265
DL5 7,9208
DL6 1,8307
DL6 2,4770
DL6 3,2624
DL7 0,2935
DL7 8,7934
DL7 9,4800
DL8 1,4668
DL8 2,4511
DL8 3,2734
DL8 4,2861
DL8 5,3879
DL9 3,6077
DL9 4,8521
DN1 1,606
DN1 2,6744
DN1 3,2370
DN10 4,5748
DN10 5,1742
DN10 6,5103
DN11 0,13897
DN11 8,9189
DN11 9,6572
DN12 1,8318
DN12 2,5689
DN12 3,5998
DN12 4,4463
DN14 0,7853
DN14 5,8594
DN14 6,13266
DN14 7,7885
DN14 8,4947
DN14 9,6417
DN15 0,993
DN15 6,5009
DN15 7,9156
DN15 8,12504
DN15 9,9543
DN16 1,8709
DN16 2,8930
DN16 3,15132
DN17 1,11666
DN17 2,11554
DN17 3,7141
DN17 4,6415
DN18 5,9831
DN18 6,2941
DN19 7,6379
DN2 4,8438
DN2 5,8215
DN2 6,8015
DN20 0,6341
DN20 8,6678
DN20 9,6178
DN21 1,13465
DN21 2,7049
DN21 3,7431
DN21 4,5117
DN21 5,5979
DN22 0,4798
DN22 6,6956
DN22 7,16843
DN22 8,5761
DN22 9,3046
DN3 1,8000
DN3 2,11991
DN3 3,10182
DN31 1,1806
DN31 2,7282
DN31 3,226
DN31 9,1
DN32 0,6156
DN32 7,5991
DN32 8,7467
DN32 9,8453
DN33 1,6991
DN33 2,5230
DN33 3,8165
DN34 4,8502
DN34 5,10625
DN35 0,8300
DN35 7,11039
DN35 8,7589
DN35 9,5687
DN36 4,11960
DN36 5,8577
DN37 0,7749
DN37 7,3544
DN37 8,402
DN37 9,9294
DN38 6,2885
DN39 6,2891
DN4 0,11036
DN4 5,6573
DN4 6,11737
DN4 7,8250
DN4 8,8820
DN4 9,9158
DN40 1,5497
DN40 2,4256
DN40 3,2682
DN41 7,3199
DN41 8,3407
DN5 0,9666
DN5 7,8890
DN5 8,10863
DN5 9,10845
DN6 0,6884
DN6 7,10950
DN6 8,7976
DN6 9,5142
DN7 4,8092
DN7 5,7227
DN7 6,8920
DN8 4,9977
DN8 5,8418
DN9 1,8714
DN9 2,4835
DN9 3,8111
DT1 1,6404
DT1 2,10977
DT1 3,3983
DT10 1,6192
DT10 2,5855
DT11 0,7295
DT11 7,10679
DT11 8,7148
DT11 9,5115
DT2 0,3664
DT2 7,5800
DT2 8,8366
DT2 9,8082
DT3 4,6590
DT3 5,9249
DT3 6,8920
DT4 0,12968
DT4 7,7997
DT4 8,4063
DT4 9,12371
DT5 1,7110
DT5 2,6448
DT6 3,6246
DT6 4,5708
DT6 5,6317
DT6 6,3510
DT7 3,5568
DT8 3,6065
DT9 3,3903
DT9 4,6176
DT9 5,5380
DT9 6,6870
DY1 1,1444
DY1 2,14797
DY1 3,11766
DY1 4,7224
DY10 1,7412
DY10 2,11989
DY10 3,10365
DY10 4,7234
DY11 5,10571
DY11 6,13051
DY11 7,8599
DY12 1,5023
DY12 2,5881
DY12 3,1209
DY13 0,6973
DY13 8,9091
DY13 9,6854
DY14 0,1558
DY14 8,3901
DY14 9,3202
DY2 0,11632
DY2 7,7774
DY2 8,8482
DY2 9,8393
DY3 1,10080
DY3 2,12131
DY3 3,10375
DY3 4,2326
DY4 0,14588
DY4 7,11282
DY4 8,12169
DY4 9,10185
DY5 1,6593
DY5 2,13631
DY5 3,13622
DY5 4,8860
DY6 0,4175
DY6 7,5201
DY6 8,10832
DY6 9,8639
DY7 5,1833
DY7 6,6039
DY8 1,6003
DY8 2,5829
DY8 3,12207
DY8 4,14119
DY8 5,12773
DY9 0,12025
DY9 7,5389
DY9 8,6114
DY9 9,8120
E1 0,11586
E1 1,7008
E1 2,8555
E1 3,9004
E1 4,16402
E1 5,10627
E1 6,4199
E1 7,3242
E1 8,8334
E10 5,16402
E10 6,17813
E10 7,13145
E10 9,7
E11 1,12018
E11 2,12256
E11 3,15959
E11 4,15808
E12 5,16897
E12 6,25862
E13 0,19749
E13 3,2
E13 8,15246
E13 9,16759
E14 0,15903
E14 2,1569
E14 3,19202
E14 4,465
E14 5,741
E14 6,16778
E14 7,17426
E14 8,12210
E14 9,23920
E15 1,17294
E15 2,13233
E15 3,14750
E15 4,13175
E16 1,17281
E16 2,19319
E16 3,14659
E16 4,10255
E17 3,13205
E17 4,18042
E17 5,18696
E17 6,19712
E17 7,12983
E17 8,16329
E17 9,14085
E18 1,8466
E18 2,12159
E1W 1,2226
E1W 2,4925
E1W 3,7493
E2 0,12895
E2 6,9258
E2 7,9457
E2 8,8986
E2 9,9537
E20 1,9564
E20 2,5
E20 3,108
E3 2,17187
E3 3,17780
E3 4,17972
E3 5,14773
E4 6,17113
E4 7,13498
E4 8,16351
E4 9,19533
E5 0,16094
E5 8,15935
E5 9,16989
E6 1,18082
E6 2,19258
E6 3,22242
E6 5,11633
E6 6,12899
E6 7,185
E7 0,13858
E7 8,22236
E7 9,17776
E8 1,8677
E8 2,10133
E8 3,11953
E8 4,11571
E9 5,14460
E9 6,12961
E9 7,13571
EC1A 2,9
EC1A 4,448
EC1A 7,575
EC1A 9,250
EC1M 3,163
EC1M 4,150
EC1M 5,833
EC1M 6,307
EC1M 7,142
EC1N 2,17
EC1N 6,4
EC1N 7,1792
EC1N 8,683
EC1R 0,1227
EC1R 1,1263
EC1R 3,365
EC1R 4,1524
EC1R 5,524
EC1V 0,2071
EC1V 1,1636
EC1V 2,608
EC1V 3,2988
EC1V 4,1456
EC1V 7,2353
EC1V 8,2291
EC1V 9,1894
EC1Y 0,1258
EC1Y 1,147
EC1Y 2,139
EC1Y 4,156
EC1Y 8,2267
EC2A 1,14
EC2A 2,285
EC2A 3,908
EC2A 4,851
EC2M 1,14
EC2M 4,78
EC2M 5,1
EC2M 6,6
EC2M 7,13
EC2N 2,22
EC2N 4,4
EC2R 7,15
EC2R 8,1
EC2V 5,4
EC2V 6,15
EC2V 8,5
EC2Y 5,95
EC2Y 8,3010
EC2Y 9,225
EC3A 5,32
EC3M 4,1
EC3M 7,1
EC3N 1,89
EC3N 2,147
EC3N 4,114
EC3R 5,23
EC3R 6,129
EC3R 7,6
EC3R 8,162
EC3V 0,1
EC3V 1,8
EC3V 3,11
EC3V 9,3
EC4A 1,220
EC4A 2,37
EC4A 3,105
EC4A 4,22
EC4M 7,93
EC4M 9,71
EC4N 5,11
EC4N 6,6
EC4N 7,9
EC4N 8,17
EC4R 0,34
EC4R 1,5
EC4R 2,11
EC4V 3,330
EC4V 4,4
EC4V 5,196
EC4V 6,44
EC4Y 0,78
EC4Y 1,25
EC4Y 7,53
EC4Y 8,45
EC4Y 9,27
EN1 1,13660
EN1 2,7828
EN1 3,11694
EN1 4,14754
EN10 6,11438
EN10 7,6621
EN11 0,6883
EN11 8,6909
EN11 9,8691
EN2 0,10081
EN2 6,4191
EN2 7,8229
EN2 8,7434
EN2 9,1340
EN3 4,12690
EN3 5,17000
EN3 6,20547
EN3 7,11101
EN4 0,5324
EN4 8,13811
EN4 9,8543
EN5 1,7672
EN5 2,13312
EN5 3,3756
EN5 4,6059
EN5 5,9099
EN6 1,5968
EN6 2,7603
EN6 3,5288
EN6 4,5787
EN6 5,5662
EN7 5,7647
EN7 6,14285
EN8 0,10784
EN8 7,8589
EN8 8,11570
EN8 9,8426
EN9 1,8677
EN9 2,4968
EN9 3,11665
EX1 1,2138
EX1 2,9797
EX1 3,15687
EX1 4,47
EX10 0,4554
EX10 8,3618
EX10 9,9520
EX11 1,9577
EX12 2,7684
EX12 3,1754
EX12 4,416
EX13 5,8664
EX13 7,4152
EX13 8,763
EX14 1,5648
EX14 2,5578
EX14 3,4717
EX14 4,2941
EX14 9,3341
EX15 1,10797
EX15 2,6294
EX15 3,6728
EX16 4,5919
EX16 5,5731
EX16 6,9824
EX16 7,4668
EX16 8,4209
EX16 9,3387
EX17 1,2134
EX17 2,2401
EX17 3,4692
EX17 4,3351
EX17 5,3549
EX17 6,4415
EX18 7,3287
EX19 8,3789
EX2 4,6207
EX2 5,7886
EX2 6,5890
EX2 7,9706
EX2 8,7301
EX2 9,7922
EX20 1,9387
EX20 2,4920
EX20 3,4716
EX20 4,3282
EX21 5,4649
EX22 6,6758
EX22 7,5100
EX23 0,3553
EX23 8,7854
EX23 9,5252
EX24 6,3869
EX3 0,4935
EX31 1,3677
EX31 2,6375
EX31 3,11035
EX31 4,7324
EX32 0,5182
EX32 7,6965
EX32 8,6536
EX32 9,5567
EX33 1,5089
EX33 2,5204
EX34 0,2899
EX34 7,1387
EX34 8,6517
EX34 9,5805
EX35 6,1632
EX36 3,4101
EX36 4,5944
EX37 9,3783
EX38 7,4454
EX38 8,3967
EX39 1,9154
EX39 2,3881
EX39 3,10711
EX39 4,7354
EX39 5,6444
EX39 6,1916
EX4 0,332
EX4 1,8793
EX4 2,7882
EX4 3,2726
EX4 4,10382
EX4 5,3504
EX4 6,10108
EX4 7,5408
EX4 8,7601
EX4 9,3954
EX5 1,4183
EX5 2,4881
EX5 3,2408
EX5 4,5292
EX5 5,3078
EX5 7,6510
EX6 6,3157
EX6 7,4068
EX6 8,7750
EX7 0,8103
EX7 9,6535
EX8 1,6721
EX8 2,8902
EX8 3,5890
EX8 4,9365
EX8 5,7559
EX9 6,5108
EX9 7,1862
FY1 1,393
FY1 2,7937
FY1 3,4587
FY1 4,6863
FY1 5,6264
FY1 6,8391
FY1 9,1
FY2 0,14087
FY2 9,9992
FY3 0,2482
FY3 7,10988
FY3 8,8703
FY3 9,9694
FY4 1,8489
FY4 2,7853
FY4 3,9713
FY4 4,11980
FY4 5,6440
FY5 1,7912
FY5 2,11847
FY5 3,10953
FY5 4,8324
FY5 5,5681
FY6 0,7072
FY6 7,12949
FY6 8,5597
FY6 9,3195
FY7 6,7545
FY7 7,9065
FY7 8,9618
FY8 1,9148
FY8 2,9393
FY8 3,10769
FY8 4,9795
FY8 5,6008
GL1 1,3174
GL1 2,4372
GL1 3,6734
GL1 4,13476
GL1 5,11129
GL10 2,7251
GL10 3,8607
GL11 4,6532
GL11 5,8953
GL11 6,3852
GL12 7,6382
GL12 8,9801
GL13 9,6199
GL14 1,3308
GL14 2,8017
GL14 3,4621
GL15 4,5693
GL15 5,9529
GL15 6,7032
GL16 7,7246
GL16 8,6952
GL17 0,4862
GL17 9,6872
GL18 1,7426
GL18 2,1300
GL19 3,6345
GL19 4,3341
GL2 0,11947
GL2 2,9076
GL2 3,661
GL2 4,17954
GL2 5,4650
GL2 6,2
GL2 7,5211
GL2 8,4139
GL2 9,8261
GL20 5,7113
GL20 6,2995
GL20 7,8951
GL20 8,10432
GL3 1,5997
GL3 2,7384
GL3 3,8416
GL3 4,13072
GL4 0,12647
GL4 3,3816
GL4 4,10229
GL4 5,8356
GL4 6,11111
GL4 8,2470
GL5 1,7867
GL5 2,4530
GL5 3,4574
GL5 4,10755
GL5 5,3625
GL50 1,1367
GL50 2,7140
GL50 3,4645
GL50 4,9026
GL51 0,12536
GL51 3,10131
GL51 4,2399
GL51 6,8615
GL51 7,7031
GL51 8,6624
GL51 9,5842
GL52 2,5367
GL52 3,6645
GL52 5,9225
GL52 6,9029
GL52 7,3234
GL52 8,11897
GL52 9,3823
GL53 0,5253
GL53 7,5613
GL53 8,5447
GL53 9,4829
GL54 1,2802
GL54 2,7450
GL54 3,3705
GL54 4,2981
GL54 5,7840
GL55 6,5809
GL56 0,6343
GL56 9,3705
GL6 0,6271
GL6 6,4735
GL6 7,3708
GL6 8,6414
GL6 9,3644
GL7 1,15226
GL7 2,5265
GL7 3,5023
GL7 4,5402
GL7 5,7908
GL7 6,4643
GL7 7,2036
GL8 8,9564
GL9 1,2514
GU1 1,11180
GU1 2,10126
GU1 3,4428
GU1 4,6077
GU10 1,5440
GU10 2,2902
GU10 3,4458
GU10 4,6976
GU10 5,4454
GU11 1,7721
GU11 2,3791
GU11 3,13325
GU11 4,2330
GU12 4,14971
GU12 5,7802
GU12 6,9718
GU14 0,7917
GU14 6,10193
GU14 7,7317
GU14 8,15950
GU14 9,15847
GU15 1,9974
GU15 2,9957
GU15 3,8092
GU15 4,8108
GU16 6,10027
GU16 7,2350
GU16 8,7579
GU16 9,4180
GU17 0,7262
GU17 9,4686
GU18 5,6609
GU19 5,6122
GU2 4,3208
GU2 7,12001
GU2 8,8534
GU2 9,12088
GU20 6,4211
GU21 2,12393
GU21 3,10859
GU21 4,9717
GU21 5,9162
GU21 6,2459
GU21 7,2110
GU21 8,4163
GU22 0,6428
GU22 7,9826
GU22 8,10030
GU22 9,10315
GU23 6,3696
GU23 7,3199
GU24 0,5871
GU24 8,4598
GU24 9,9943
GU25 4,5839
GU26 6,7763
GU27 1,7083
GU27 2,4411
GU27 3,6600
GU28 0,4112
GU28 9,2782
GU29 0,3242
GU29 9,6679
GU3 1,2116
GU3 2,2834
GU3 3,6516
GU30 7,10555
GU31 4,8041
GU31 5,3616
GU32 1,3238
GU32 2,3728
GU32 3,5301
GU33 6,1936
GU33 7,6476
GU34 1,6563
GU34 2,11125
GU34 3,2703
GU34 4,4631
GU34 5,8536
GU35 0,12102
GU35 8,5273
GU35 9,6758
GU4 7,10726
GU4 8,5396
GU46 6,10922
GU46 7,3783
GU47 0,10565
GU47 8,4512
GU47 9,3919
GU5 0,6754
GU5 9,4055
GU51 1,5274
GU51 2,2559
GU51 3,8557
GU51 4,4369
GU51 5,4371
GU52 0,2470
GU52 6,7133
GU52 7,3650
GU52 8,5587
GU52 9,2
GU6 7,8759
GU6 8,7136
GU7 1,8978
GU7 2,6933
GU7 3,8674
GU8 4,5653
GU8 5,8178
GU8 6,3826
GU9 0,7311
GU9 7,5729
GU9 8,10702
GU9 9,8141
HA0 1,12840
HA0 2,15672
HA0 3,11578
HA0 4,16664
HA1 1,9558
HA1 2,10126
HA1 3,9939
HA1 4,15414
HA1 9,1
HA2 0,13383
HA2 6,9076
HA2 7,8564
HA2 8,13546
HA2 9,15491
HA3 0,11841
HA3 5,11530
HA3 6,9908
HA3 7,12992
HA3 8,12967
HA3 9,16545
HA4 0,11455
HA4 6,11460
HA4 7,10290
HA4 8,9270
HA4 9,10620
HA5 1,9280
HA5 2,9254
HA5 3,11413
HA5 4,9165
HA5 5,7972
HA6 1,8803
HA6 2,8625
HA6 3,6040
HA7 1,9766
HA7 2,10768
HA7 3,8965
HA7 4,9838
HA8 0,12690
HA8 5,14009
HA8 6,11417
HA8 7,5393
HA8 8,15926
HA8 9,12389
HA9 0,8669
HA9 6,11701
HA9 7,10604
HA9 8,15087
HA9 9,12620
HD1 1,340
HD1 2,361
HD1 3,8647
HD1 4,8704
HD1 5,3193
HD1 6,3272
HD2 1,16016
HD2 2,13996
HD3 2,168
HD3 3,17633
HD3 4,14083
HD4 5,12739
HD4 6,10180
HD4 7,7108
HD5 0,5242
HD5 8,13793
HD5 9,11701
HD6 1,2667
HD6 2,7085
HD6 3,11793
HD6 4,4994
HD7 4,7987
HD7 5,10548
HD7 6,4249
HD8 0,11147
HD8 8,11482
HD8 9,11038
HD9 1,6626
HD9 2,5037
HD9 3,3972
HD9 4,3455
HD9 5,5374
HD9 6,6287
HD9 7,5133
HG1 1,1126
HG1 2,7297
HG1 3,7123
HG1 4,12871
HG1 5,5946
HG2 0,8070
HG2 7,10474
HG2 8,8250
HG2 9,5931
HG3 1,6066
HG3 2,13668
HG3 3,4592
HG3 4,1735
HG3 5,3324
HG4 1,8350
HG4 2,8282
HG4 3,4372
HG4 4,2282
HG4 5,2669
HG5 0,9663
HG5 8,4967
HG5 9,4073
HP1 1,9257
HP1 2,8600
HP1 3,8423
HP10 0,5549
HP10 8,5495
HP10 9,8322
HP11 1,10493
HP11 2,6780
HP12 3,12821
HP12 4,10462
HP13 5,16572
HP13 6,12493
HP13 7,16929
HP14 3,9999
HP14 4,8002
HP15 6,8175
HP15 7,9130
HP16 0,7000
HP16 9,4722
HP17 0,942
HP17 8,9564
HP17 9,485
HP18 0,14002
HP18 1,908
HP18 9,7625
HP19 0,2255
HP19 7,6792
HP19 8,5340
HP19 9,12687
HP2 4,12335
HP2 5,13730
HP2 6,7919
HP2 7,8442
HP20 1,9378
HP20 2,6789
HP21 7,9237
HP21 8,13411
HP21 9,12451
HP22 0,483
HP22 3,64
HP22 4,5635
HP22 5,16316
HP22 6,6288
HP22 7,2207
HP23 4,6497
HP23 5,7907
HP23 6,3590
HP27 0,6412
HP27 9,6932
HP3 0,9007
HP3 8,10125
HP3 9,15668
HP4 1,6397
HP4 2,8109
HP4 3,10305
HP5 1,6839
HP5 2,12419
HP5 3,7749
HP6 5,5628
HP6 6,9636
HP7 0,4296
HP7 9,6771
HP8 4,6934
HP9 1,9216
HP9 2,8407
HR1 1,14708
HR1 2,5544
HR1 3,6976
HR1 4,6390
HR2 0,4250
HR2 6,8879
HR2 7,14912
HR2 8,4559
HR2 9,6363
HR3 5,4516
HR3 6,3086
HR4 0,11304
HR4 7,5886
HR4 8,5790
HR4 9,7848
HR5 3,4788
HR6 0,4530
HR6 8,10550
HR6 9,5882
HR7 4,7357
HR8 1,4482
HR8 2,9659
HR9 5,7150
HR9 6,4621
HR9 7,9702
HU1 1,1113
HU1 2,1816
HU1 3,610
HU10 6,10588
HU10 7,9151
HU11 4,8082
HU11 5,4075
HU12 0,5380
HU12 8,11119
HU12 9,8733
HU13 0,8241
HU13 9,7300
HU14 3,8549
HU15 1,14236
HU15 2,10897
HU16 4,6723
HU16 5,9381
HU17 0,10244
HU17 5,2536
HU17 7,9939
HU17 8,11132
HU17 9,9970
HU18 1,8975
HU19 2,6960
HU2 0,1288
HU2 8,1589
HU2 9,1507
HU20 3,881
HU3 1,6171
HU3 2,6565
HU3 3,4662
HU3 4,115
HU3 5,4142
HU3 6,9495
HU4 6,13764
HU4 7,10233
HU5 1,5368
HU5 2,8682
HU5 3,9277
HU5 4,8750
HU5 5,16771
HU6 0,491
HU6 7,12939
HU6 8,10162
HU6 9,12421
HU7 0,1898
HU7 3,12979
HU7 4,22345
HU7 5,5465
HU7 6,5188
HU8 0,9000
HU8 7,2015
HU8 8,8728
HU8 9,15242
HU9 1,4307
HU9 2,5778
HU9 3,11516
HU9 4,12965
HU9 5,7366
HX1 1,616
HX1 2,4910
HX1 3,8241
HX1 4,7563
HX1 5,4490
HX2 0,10156
HX2 6,4541
HX2 7,5735
HX2 8,8276
HX2 9,8389
HX3 0,7639
HX3 5,7469
HX3 6,6192
HX3 7,9637
HX3 8,7854
HX3 9,7117
HX4 0,1756
HX4 8,6121
HX4 9,4151
HX5 0,6476
HX5 9,4061
HX6 1,4105
HX6 2,6637
HX6 3,3133
HX6 4,5299
HX7 5,4613
HX7 6,2443
HX7 7,2462
HX7 8,3368
IG1 1,16643
IG1 2,22854
IG1 3,17103
IG1 4,14376
IG10 1,7224
IG10 2,9844
IG10 3,11996
IG10 4,4735
IG11 0,15697
IG11 7,16257
IG11 8,11455
IG11 9,21902
IG2 6,16104
IG2 7,15781
IG3 8,18913
IG3 9,21383
IG4 5,10573
IG5 0,18328
IG6 1,10513
IG6 2,13997
IG6 3,7691
IG7 4,9637
IG7 5,9027
IG7 6,4969
IG8 0,9261
IG8 7,9770
IG8 8,9038
IG8 9,9996
IG9 5,7665
IG9 6,5590
IP1 1,789
IP1 2,5707
IP1 3,3929
IP1 4,8381
IP1 5,9517
IP1 6,12340
IP10 0,3416
IP11 0,5603
IP11 2,9100
IP11 3,14
IP11 7,6160
IP11 9,9306
IP12 1,7245
IP12 2,5618
IP12 3,5054
IP12 4,7600
IP13 0,4253
IP13 6,4650
IP13 7,3232
IP13 8,2216
IP13 9,5275
IP14 1,10344
IP14 2,6689
IP14 3,4574
IP14 4,6156
IP14 5,9777
IP14 6,4209
IP15 5,2401
IP16 4,6830
IP17 1,7610
IP17 2,2584
IP17 3,2179
IP18 6,3840
IP19 0,2229
IP19 8,6165
IP19 9,1925
IP2 0,9886
IP2 8,8726
IP2 9,14058
IP20 0,2486
IP20 9,5912
IP21 4,6514
IP21 5,4909
IP22 1,5636
IP22 2,5393
IP22 4,9229
IP22 5,2664
IP23 7,4415
IP23 8,3147
IP24 1,10018
IP24 2,10281
IP24 3,8670
IP25 6,14310
IP25 7,7164
IP26 4,6066
IP26 5,3577
IP27 0,11333
IP27 9,9178
IP28 1,155
IP28 6,5963
IP28 7,9318
IP28 8,14377
IP29 4,4458
IP29 5,4712
IP3 0,10570
IP3 8,12450
IP3 9,12718
IP30 0,4674
IP30 9,9976
IP31 1,5799
IP31 2,8206
IP31 3,7297
IP32 6,9636
IP32 7,8395
IP33 1,4693
IP33 2,8886
IP33 3,10313
IP4 1,4354
IP4 2,8267
IP4 3,5334
IP4 4,8278
IP4 5,12113
IP5 1,5380
IP5 2,10764
IP5 3,3530
IP6 0,6764
IP6 8,6549
IP6 9,4608
IP7 5,6730
IP7 6,5286
IP7 7,5012
IP8 3,7020
IP8 4,4396
IP9 1,4101
IP9 2,7562
KT1 1,1251
KT1 2,7941
KT1 3,11641
KT1 4,2795
KT10 0,10078
KT10 8,6187
KT10 9,5416
KT11 1,4286
KT11 2,8767
KT11 3,2840
KT12 1,5326
KT12 2,12146
KT12 3,8591
KT12 4,6062
KT12 5,7812
KT13 0,7048
KT13 8,7588
KT13 9,8152
KT14 6,5994
KT14 7,7859
KT15 1,10587
KT15 2,10113
KT15 3,9473
KT16 0,5790
KT16 8,6915
