postal_prefix,population
NG34 9,11309
NG4 1,12427
NG4 2,8979
NG4 3,10387
NG4 4,9041
NG4 9,2
NG5 1,10395
NG5 2,6143
NG5 3,5806
NG5 4,9053
NG5 5,16812
NG5 6,11450
NG5 7,7504
NG5 8,13123
NG5 9,9501
NG6 0,9198
NG6 7,4472
NG6 8,16400
NG6 9,8750
NG7 1,12591
NG7 2,13548
NG7 3,7849
NG7 4,5325
NG7 5,9446
NG7 6,9406
NG7 7,4690
NG8 1,9457
NG8 2,11544
NG8 3,10703
NG8 4,8135
NG8 5,14465
NG8 6,12745
NG8 9,13
NG9 1,9433
NG9 2,14607
NG9 3,11390
NG9 4,5751
NG9 5,8373
NG9 6,9056
NG9 7,5871
NG9 8,9221
NG9 9,5
NG90 4,5
NN1 1,2698
NN1 2,3809
NN1 3,7538
NN1 4,11375
NN1 5,9593
NN10 0,15361
NN10 6,4954
NN10 8,9001
NN10 9,12241
NN11 0,4747
NN11 2,2972
NN11 3,7175
NN11 4,12562
NN11 6,3135
NN11 7,1808
NN11 8,2275
NN11 9,6905
NN12 6,10028
NN12 7,6435
NN12 8,10031
NN13 5,5987
NN13 6,12704
NN13 7,3287
NN14 1,10606
NN14 2,11979
NN14 3,4209
NN14 4,11535
NN14 6,8549
NN15 5,19078
NN15 6,14883
NN15 7,7727
NN16 0,7839
NN16 8,8652
NN16 9,15756
NN17 1,10592
NN17 2,13092
NN17 3,5513
NN17 4,643
NN17 5,3684
NN18 0,10013
NN18 8,19329
NN18 9,10968
NN2 6,10684
NN2 7,15506
NN2 8,15906
NN29 7,11812
NN3 2,12611
NN3 3,10227
NN3 5,9833
NN3 6,7733
NN3 7,8118
NN3 8,17824
NN3 9,11711
NN4 0,10803
NN4 5,4735
NN4 6,11807
NN4 7,883
NN4 8,16508
NN4 9,7910
NN5 4,7788
NN5 5,7313
NN5 6,18375
NN5 7,11833
NN6 0,9149
NN6 6,3415
NN6 7,9307
NN6 8,5664
NN6 9,9935
NN7 1,4762
NN7 2,8243
NN7 3,8331
NN7 4,8750
NN8 1,10312
NN8 2,11654
NN8 3,13565
NN8 4,11602
NN8 5,7640
NN8 6,43
NN9 5,15988
NN9 6,13049
NP1 0,1
NP10 0,1634
NP10 8,13663
NP10 9,12003
NP11 3,4730
NP11 4,5949
NP11 5,6105
NP11 6,10683
NP11 7,9100
NP12 0,8302
NP12 1,7922
NP12 2,9379
NP12 3,7866
NP13 1,8305
NP13 2,5681
NP13 3,4768
NP15 1,5747
NP15 2,2224
NP16 5,10857
NP16 6,6394
NP16 7,6299
NP18 1,4610
NP18 2,7036
NP18 3,5401
NP19 0,13063
NP19 4,8285
NP19 7,13171
NP19 8,9607
NP19 9,13609
NP20 1,982
NP20 2,9762
NP20 3,11013
NP20 4,6693
NP20 5,10150
NP20 6,7703
NP20 7,8274
NP22 3,7262
NP22 4,7582
NP22 5,6659
NP23 4,9689
NP23 5,9954
NP23 6,9092
NP23 7,2491
NP23 8,992
NP24 6,4640
NP25 3,4918
NP25 4,3871
NP25 5,7162
NP26 3,9170
NP26 4,7942
NP26 5,6149
NP4 0,7613
NP4 5,9554
NP4 6,7268
NP4 7,6587
NP4 8,8198
NP4 9,6045
NP44 1,8407
NP44 2,5536
NP44 3,8432
NP44 4,6913
NP44 5,5535
NP44 6,5040
NP44 7,5468
NP44 8,3197
NP7 0,4115
NP7 5,5001
NP7 6,6076
NP7 7,3157
NP7 8,3083
NP7 9,5864
NP8 1,5284
NR1 1,6344
NR1 2,8672
NR1 3,6060
NR1 4,7912
NR10 3,11394
NR10 4,5597
NR10 5,6843
NR11 6,9184
NR11 7,3095
NR11 8,6903
NR12 0,4592
NR12 7,3581
NR12 8,7157
NR12 9,6032
NR13 3,6751
NR13 4,7903
NR13 5,8363
NR13 6,5660
NR14 6,7917
NR14 7,10307
NR14 8,9170
NR15 1,6742
NR15 2,9355
NR16 1,5764
NR16 2,6973
NR17 1,8967
NR17 2,8990
NR18 0,14366
NR18 9,6885
NR19 1,11273
NR19 2,9314
NR2 1,1351
NR2 2,7172
NR2 3,11474
NR2 4,7056
NR20 3,7983
NR20 4,7241
NR20 5,5085
NR21 0,3206
NR21 7,3710
NR21 8,5468
NR21 9,4087
NR22 6,868
NR23 1,3051
NR24 2,4493
NR25 6,5578
NR25 7,3162
NR26 8,8193
NR27 0,5856
NR27 9,5791
NR28 0,9674
NR28 9,8083
NR29 3,7570
NR29 4,8807
NR29 5,4689
NR3 1,5097
NR3 2,9533
NR3 3,10393
NR3 4,9486
NR30 1,4854
NR30 2,6278
NR30 3,4719
NR30 4,6599
NR30 5,8808
NR30 9,1
NR31 0,7167
NR31 6,9098
NR31 7,10774
NR31 8,12518
NR31 9,11304
NR32 1,4520
NR32 2,9407
NR32 3,9196
NR32 4,13560
NR32 5,3692
NR33 0,8446
NR33 7,9060
NR33 8,13090
NR33 9,8619
NR34 0,2377
NR34 7,7716
NR34 8,3068
NR34 9,9096
NR35 1,5666
NR35 2,5425
NR4 6,9647
NR4 7,15707
NR5 0,9877
NR5 8,13707
NR5 9,8656
NR6 5,7565
NR6 6,8030
NR6 7,9103
NR7 0,13817
NR7 8,13653
NR7 9,7370
NR8 5,7314
NR8 6,15452
NR9 3,8881
NR9 4,5453
NR9 5,5035
NW1 0,6796
NW1 1,7353
NW1 2,2095
NW1 3,5939
NW1 4,2913
NW1 5,2569
NW1 6,4849
NW1 7,5444
NW1 8,8311
NW1 9,9456
NW10 0,11469
NW10 1,9513
NW10 2,9308
NW10 3,9374
NW10 4,9610
NW10 5,12570
NW10 6,2754
NW10 7,5985
NW10 8,14042
NW10 9,10500
NW11 0,6000
NW11 6,6067
NW11 7,5904
NW11 8,6214
NW11 9,9528
NW2 1,9521
NW2 2,7977
NW2 3,9661
NW2 4,8599
NW2 5,9761
NW2 6,13102
NW2 7,11806
NW3 1,4109
NW3 2,11970
NW3 3,7929
NW3 4,7700
NW3 5,5789
NW3 6,5723
NW3 7,6113
NW4 1,7307
NW4 2,8674
NW4 3,9275
NW4 4,8840
NW5 1,8345
NW5 2,9450
NW5 3,4340
NW5 4,8129
NW6 1,10564
NW6 2,7197
NW6 3,7732
NW6 4,7946
NW6 5,12126
NW6 6,8266
NW6 7,12615
NW7 1,8162
NW7 2,8419
NW7 3,6491
NW7 4,5574
NW8 0,6984
NW8 6,3545
NW8 7,4819
NW8 8,10579
NW8 9,6877
NW9 0,12547
NW9 4,4956
NW9 5,22765
NW9 6,8524
NW9 7,7309
NW9 8,11505
NW9 9,10709
OL1 1,240
OL1 2,9524
OL1 3,5328
OL1 4,10363
OL10 1,3975
OL10 2,6986
OL10 3,9494
OL10 4,9213
OL11 1,7610
OL11 2,11789
OL11 3,9725
OL11 4,6816
OL11 5,12349
OL12 0,7008
OL12 6,10236
OL12 7,10770
OL12 8,7601
OL12 9,11814
OL13 0,3769
OL13 8,4642
OL13 9,8165
OL14 5,4902
OL14 6,3807
OL14 7,3097
OL14 8,4075
OL15 0,3716
OL15 8,5695
OL15 9,5238
OL16 1,661
OL16 2,11590
OL16 3,8690
OL16 4,12567
OL16 5,7055
OL2 5,9969
OL2 6,12691
OL2 7,10466
OL2 8,7985
OL3 5,7536
OL3 6,2878
OL3 7,4962
OL4 1,14111
OL4 2,9870
OL4 3,6503
OL4 4,7738
OL4 5,9337
OL5 0,5335
OL5 9,6256
OL6 6,5421
OL6 7,3680
OL6 8,11366
OL6 9,10279
OL7 0,6724
OL7 9,11406
OL8 1,12535
OL8 2,12561
OL8 3,11372
OL8 4,10111
OL9 0,9407
OL9 6,7097
OL9 7,8208
OL9 8,9621
OL9 9,9657
OX1 1,3917
OX1 2,2881
OX1 3,6058
OX1 4,8172
OX1 5,6108
OX10 0,5190
OX10 6,6941
OX10 7,5078
OX10 8,3879
OX10 9,7400
OX11 0,7153
OX11 6,9286
OX11 7,12681
OX11 8,9157
OX11 9,6225
OX12 0,7264
OX12 7,6264
OX12 8,6126
OX12 9,9593
OX13 5,6524
OX13 6,9705
OX14 1,10507
OX14 2,7838
OX14 3,8459
OX14 4,9024
OX14 5,10095
OX15 0,2851
OX15 4,10151
OX15 5,5400
OX15 6,3296
OX16 0,11968
OX16 1,12184
OX16 2,3631
OX16 3,4738
OX16 4,3944
OX16 5,2896
OX16 9,12968
OX17 1,4749
OX17 2,7134
OX17 3,6762
OX18 1,8028
OX18 2,6153
OX18 3,10264
OX18 4,3162
OX2 0,4413
OX2 6,10626
OX2 7,9015
OX2 8,6139
OX2 9,11219
OX20 1,5384
OX25 1,2286
OX25 2,3939
OX25 3,563
OX25 4,1445
OX25 5,3531
OX25 6,990
OX26 1,5628
OX26 2,8965
OX26 3,6729
OX26 4,5876
OX26 5,1376
OX26 6,9517
OX27 0,1232
OX27 7,2197
OX27 8,3721
OX27 9,599
OX28 1,7861
OX28 2,673
OX28 3,3223
OX28 4,2363
OX28 5,8961
OX28 6,5225
OX29 0,1803
OX29 4,6117
OX29 5,1544
OX29 6,2663
OX29 7,5028
OX29 8,7481
OX29 9,2306
OX3 0,12037
OX3 7,11921
OX3 8,12950
OX3 9,10739
OX33 1,7894
OX39 4,8613
OX4 1,12838
OX4 2,11835
OX4 3,14427
OX4 4,14059
OX4 6,8418
OX4 7,5328
OX44 7,5385
OX44 9,2749
OX49 5,4204
OX5 1,11727
OX5 2,9140
OX5 3,3250
OX7 3,5350
OX7 4,1767
OX7 5,8935
OX7 6,6697
OX7 7,1890
OX9 2,4468
OX9 3,10281
OX9 7,1262
PE1 1,1360
PE1 2,12665
PE1 3,15135
PE1 4,16589
PE1 5,11001
PE10 0,13726
PE10 2,2
PE10 9,11848
PE11 1,10023
PE11 2,12638
PE11 3,15684
PE11 4,8830
PE12 0,6746
PE12 6,9785
PE12 7,8787
PE12 8,4940
PE12 9,11622
PE13 1,3218
PE13 2,9577
PE13 3,11858
PE13 4,7282
PE13 5,6116
PE14 0,5363
PE14 7,6510
PE14 8,6098
PE14 9,4532
PE15 0,10096
PE15 8,11223
PE15 9,10249
PE16 6,11163
PE19 0,46
PE19 1,6810
PE19 2,9860
PE19 5,6624
PE19 6,10955
PE19 7,5004
PE19 8,7498
PE2 5,15915
PE2 6,3548
PE2 7,3206
PE2 8,19456
PE2 9,11492
PE20 1,7172
PE20 2,3144
PE20 3,5227
PE21 0,10355
PE21 6,3334
PE21 7,10164
PE21 8,13679
PE21 9,9494
PE22 0,6101
PE22 7,3463
PE22 8,3924
PE22 9,3655
PE23 4,2642
PE23 5,6287
PE24 4,4250
PE24 5,7955
PE25 1,8051
PE25 2,9051
PE25 3,6042
PE26 1,6055
PE26 2,5966
PE27 3,7487
PE27 4,2374
PE27 5,5626
PE27 6,5167
PE28 0,6606
PE28 2,10088
PE28 3,9414
PE28 4,11534
PE28 5,7933
PE28 9,6820
PE29 1,12529
PE29 2,7889
PE29 3,2786
PE29 6,5811
PE29 7,3469
PE3 6,7168
PE3 7,7020
PE3 8,7894
PE3 9,11296
PE30 1,2299
PE30 2,8066
PE30 3,14456
PE30 4,13909
PE30 5,7988
PE31 6,7959
PE31 7,7295
PE31 8,4274
PE32 1,9637
PE32 2,6614
PE33 0,8130
PE33 9,7628
PE34 3,5737
PE34 4,9169
PE35 6,103
PE36 5,3977
PE36 6,2108
PE37 7,6719
PE37 8,5115
PE38 0,5260
PE38 9,11287
PE4 5,5658
PE4 6,11555
PE4 7,13129
PE5 7,1540
PE6 0,7660
PE6 7,11342
PE6 8,14083
PE6 9,6497
PE7 0,1204
PE7 1,13087
PE7 2,4380
PE7 3,16677
PE7 8,15698
PE8 4,6147
PE8 5,3930
PE8 6,8648
PE9 1,9452
PE9 2,10029
PE9 3,7083
PE9 4,6731
PL1 1,1618
PL1 2,2745
PL1 3,5939
PL1 4,7727
PL1 5,8303
PL10 1,3405
PL11 2,7655
PL11 3,2652
PL12 4,10653
PL12 5,2597
PL12 6,8551
PL13 1,4439
PL13 2,5625
PL14 3,8912
PL14 4,5820
PL14 5,5507
PL14 6,4601
PL15 7,6544
PL15 8,7260
PL15 9,7599
PL16 0,2075
PL17 7,5629
PL17 8,4678
PL18 9,5259
PL19 0,3970
PL19 8,5794
PL19 9,7250
PL2 1,9885
PL2 2,11057
PL2 3,11385
PL20 6,5521
PL20 7,6867
PL21 0,10596
PL21 9,8483
PL22 0,3865
PL23 1,3150
PL24 2,10534
PL25 3,11820
PL25 4,9500
PL25 5,6346
PL26 6,4966
PL26 7,10136
PL26 8,13155
PL27 6,5539
PL27 7,6972
PL28 8,4328
PL29 3,926
PL3 4,9743
PL3 5,8957
PL3 6,12397
PL30 3,3642
PL30 4,2877
PL30 5,4187
PL31 1,8601
PL31 2,8170
PL32 9,4588
PL33 9,2020
PL34 0,1707
PL35 0,985
PL4 0,3044
PL4 6,6044
PL4 7,8318
PL4 8,10285
PL4 9,7621
PL5 1,12135
PL5 2,10185
PL5 3,11877
PL5 4,9810
PL6 5,12640
PL6 6,9909
PL6 7,8811
PL6 8,11470
PL7 1,8866
PL7 2,10664
PL7 4,9145
PL7 5,2665
PL8 1,2131
PL8 2,3999
PL9 0,2948
PL9 7,6726
PL9 8,9625
PL9 9,11793
PO1 1,5804
PO1 2,4956
PO1 3,5428
PO1 4,5031
PO1 5,10242
PO10 7,10273
PO10 8,10007
PO11 0,7519
PO11 9,9870
PO12 1,8403
PO12 2,10332
PO12 3,11666
PO12 4,15965
PO13 0,15419
PO13 8,8552
PO13 9,11731
PO14 1,8552
PO14 2,7628
PO14 3,8746
PO14 4,8726
PO15 5,7023
PO15 6,8300
PO15 7,7741
PO16 0,5406
PO16 7,8002
PO16 8,10355
PO16 9,8774
PO17 5,4680
PO17 6,2285
PO18 0,5062
PO18 8,7847
PO18 9,1752
PO19 1,1852
PO19 3,6722
PO19 5,2838
PO19 6,7837
PO19 7,7866
PO19 8,6413
PO2 0,12294
PO2 7,12810
PO2 8,8680
PO2 9,8738
PO20 0,8930
PO20 1,3308
PO20 2,4810
PO20 3,5167
PO20 7,4357
PO20 8,7616
PO20 9,1993
PO21 1,5850
PO21 2,10702
PO21 3,8410
PO21 4,7331
PO21 5,11121
PO22 0,4412
PO22 6,5806
PO22 7,5511
PO22 8,8237
PO22 9,8011
PO3 5,8518
PO3 6,12086
PO30 1,6919
PO30 2,7291
PO30 3,2423
PO30 4,2897
PO30 5,11727
PO31 7,8868
PO31 8,5984
PO32 6,9147
PO33 1,8656
PO33 2,8099
PO33 3,8986
PO33 4,5304
PO34 5,1977
PO35 5,3534
PO36 0,4564
PO36 8,4847
PO36 9,7173
PO37 6,3661
PO37 7,5631
PO38 1,5546
PO38 2,2937
PO38 3,3849
PO39 0,2624
PO4 0,13224
PO4 8,13645
PO4 9,14403
PO40 9,5706
PO41 0,2109
PO5 1,9066
PO5 2,7114
PO5 3,5340
PO5 4,7868
PO6 1,8289
PO6 2,13090
PO6 3,9972
PO6 4,11169
PO7 3,1490
PO7 4,1305
PO7 5,12524
PO7 6,10041
PO7 7,10820
PO7 8,7999
PO8 0,11477
PO8 8,9884
PO8 9,14391
PO9 1,5136
PO9 2,11335
PO9 3,11004
PO9 4,10134
PO9 5,10126
PO9 6,3171
PR1 0,9316
PR1 1,4152
PR1 2,2192
PR1 3,3539
PR1 4,9286
PR1 5,9711
PR1 6,10856
PR1 7,5783
PR1 8,5765
PR1 9,12867
PR2 1,14734
PR2 2,7935
PR2 3,15103
PR2 5,3321
PR2 6,15116
PR2 7,4009
PR2 8,7350
PR2 9,12480
PR25 1,8331
PR25 2,4355
PR25 3,8760
PR25 4,5480
PR25 5,5790
PR26 6,3134
PR26 7,6055
PR26 8,2648
PR26 9,3813
PR3 0,8711
PR3 1,10913
PR3 2,7219
PR3 3,8780
PR3 5,3436
PR3 6,2977
PR4 0,11021
PR4 1,10386
PR4 2,9785
PR4 3,9395
PR4 4,6312
PR4 5,8476
PR4 6,10044
PR5 0,5108
PR5 4,10494
PR5 5,9448
PR5 6,10976
PR5 8,4608
PR6 0,10128
PR6 7,11191
PR6 8,6542
PR6 9,8346
PR7 1,6868
PR7 2,9840
PR7 3,10689
PR7 4,6989
PR7 5,11432
PR7 6,8963
PR7 7,9338
PR8 1,4275
PR8 2,8542
PR8 3,12427
PR8 4,10931
PR8 5,6515
PR8 6,13463
PR9 0,7527
PR9 7,11325
PR9 8,10618
PR9 9,14455
RG1 1,908
RG1 2,4870
RG1 3,8270
RG1 4,3974
RG1 5,10187
RG1 6,9981
RG1 7,8303
RG1 8,2738
RG10 0,6075
RG10 8,3612
RG10 9,9099
RG12 0,7409
RG12 1,1214
RG12 2,6432
RG12 7,18220
RG12 8,13977
RG12 9,12015
RG14 1,7229
RG14 2,8608
RG14 3,552
RG14 5,5026
RG14 6,8658
RG14 7,12262
RG17 0,6505
RG17 7,2638
RG17 8,3086
RG17 9,3243
RG18 0,1238
RG18 3,7278
RG18 4,4838
RG18 9,6666
RG19 3,6993
RG19 4,6560
RG19 8,3775
RG2 0,8106
RG2 6,691
RG2 7,12811
RG2 8,13078
RG2 9,12591
RG20 0,2037
RG20 4,1427
RG20 5,2992
RG20 6,1643
RG20 7,2159
RG20 8,4128
RG20 9,5514
RG21 3,8074
RG21 4,3770
RG21 5,7852
RG21 6,1915
RG21 7,4844
RG21 8,4172
RG22 4,21023
RG22 5,11065
RG22 6,10326
RG23 7,6624
RG23 8,6967
RG24 7,4057
RG24 8,12527
RG24 9,22742
RG25 2,3971
RG25 3,4912
RG26 3,8074
RG26 4,5229
RG26 5,10100
RG27 0,6340
RG27 8,7597
RG27 9,10285
RG28 7,6418
RG29 1,7064
RG30 1,6511
RG30 2,13962
RG30 3,9316
RG30 4,12638
RG30 6,6431
RG31 4,4700
RG31 5,7178
RG31 6,10278
RG31 7,6580
RG4 5,6990
RG4 6,7481
RG4 7,9809
RG4 8,10655
RG4 9,5980
RG40 1,10869
RG40 2,5097
RG40 3,5579
RG40 4,7437
RG40 5,3260
RG41 1,5224
RG41 2,5177
RG41 3,6661
RG41 4,4433
RG41 5,10612
RG42 1,5147
RG42 2,6185
RG42 3,5838
RG42 4,6342
RG42 5,2456
RG42 6,1927
RG42 7,1486
RG45 6,9483
RG45 7,5933
RG5 3,11557
RG5 4,16270
RG6 1,9357
RG6 3,5746
RG6 4,7610
RG6 5,6613
RG6 6,2636
RG6 7,8160
RG7 1,10584
RG7 2,2071
RG7 3,10184
RG7 4,3457
RG7 5,5771
RG7 6,4257
RG8 0,5816
RG8 7,4850
RG8 8,5765
RG8 9,2921
RG9 1,9116
RG9 2,2910
RG9 3,2169
RG9 4,2400
RG9 5,4223
RG9 6,2880
RH1 1,6329
RH1 2,8447
RH1 3,8960
RH1 4,6463
RH1 5,8630
RH1 6,11608
RH10 1,9302
RH10 3,15081
RH10 4,7588
RH10 5,6521
RH10 6,10825
RH10 7,17638
RH10 8,6766
RH10 9,237
RH11 0,11096
RH11 6,2484
RH11 7,14422
RH11 8,17080
RH11 9,15199
RH12 0,2389
RH12 1,9262
RH12 2,7639
RH12 3,11822
RH12 4,11211
RH12 5,9668
RH13 0,5544
RH13 5,9909
RH13 6,8312
RH13 8,6055
RH13 9,10242
RH14 0,6033
RH14 9,10903
RH15 0,13471
RH15 8,11417
RH15 9,9268
RH16 1,7613
RH16 2,8314
RH16 3,10442
RH16 4,12863
RH17 5,7270
RH17 6,5923
RH17 7,7294
RH18 5,4476
RH19 1,7714
RH19 2,7398
RH19 3,12053
RH19 4,8028
RH2 0,7673
RH2 7,8322
RH2 8,7133
RH2 9,4503
RH20 1,5293
RH20 2,7012
RH20 3,7402
RH20 4,6774
RH3 7,4228
RH4 1,5661
RH4 2,5268
RH4 3,5498
RH5 4,6873
RH5 5,5406
RH5 6,3970
RH6 0,2826
RH6 7,6674
RH6 8,11697
RH6 9,13866
RH7 6,8866
RH8 0,9687
RH8 9,6165
RH9 8,5649
RM1 1,2118
RM1 2,5820
RM1 3,2528
RM1 4,12583
RM10 7,13118
RM10 8,15537
RM10 9,13739
RM11 1,11666
RM11 2,10648
RM11 3,10336
RM12 4,16483
RM12 5,10286
RM12 6,9259
RM13 7,10057
RM13 8,8938
RM13 9,13567
RM14 1,11597
RM14 2,8781
RM14 3,7666
RM15 4,9811
RM15 5,13256
RM15 6,9165
RM16 2,13718
RM16 3,3676
RM16 4,10872
RM16 5,745
RM16 6,14952
RM17 5,14180
RM17 6,15753
RM18 7,5805
RM18 8,13967
RM19 1,7356
RM2 5,7044
RM2 6,6798
RM20 3,3209
RM20 4,4374
RM3 0,12282
RM3 7,11688
RM3 8,12141
RM3 9,11942
RM4 1,4568
RM5 2,9813
RM5 3,11025
RM6 4,14501
RM6 5,12907
RM6 6,10578
RM7 0,14614
RM7 7,4810
RM7 8,7699
RM7 9,5563
RM8 1,15276
RM8 2,21196
RM8 3,13411
RM9 4,13763
RM9 5,13431
RM9 6,12655
S1 1,131
S1 2,2511
S1 3,113
S1 4,8013
S10 1,14307
S10 2,5518
S10 3,10449
S10 4,6897
S10 5,8744
S11 7,10658
S11 8,13765
S11 9,10495
S12 2,12113
S12 3,8811
S12 4,13278
S13 7,9440
S13 8,13047
S13 9,8565
S14 1,9724
S17 3,7745
S17 4,8355
S18 1,6969
S18 2,5826
S18 3,1774
S18 4,1684
S18 7,1943
S18 8,6568
S2 1,11576
S2 2,9849
S2 3,9084
S2 4,7534
S2 5,8950
S20 1,6375
S20 2,3747
S20 3,373
S20 4,4072
S20 5,5406
S20 6,2613
S20 7,3515
S20 8,4092
S21 1,7898
S21 2,1384
S21 3,2775
S21 4,7435
S21 5,1108
S25 1,1157
S25 2,8776
S25 3,2431
S25 4,6427
S25 5,2546
S26 1,1648
S26 2,6720
S26 3,2430
S26 4,6045
S26 5,3878
S26 6,3851
S26 7,1899
S3 7,9601
S3 8,3704
S3 9,5168
S32 1,1864
S32 2,839
S32 3,1285
S32 4,523
S32 5,1109
S33 0,1442
S33 6,897
S33 7,286
S33 8,558
S33 9,1426
S35 0,6841
S35 1,7197
S35 2,5660
S35 3,3391
S35 4,6277
S35 7,2814
S35 8,4268
S35 9,4182
S36 1,6612
S36 2,6352
S36 3,245
S36 4,916
S36 6,7019
S36 7,2220
S36 8,1887
S36 9,3748
S4 7,6800
S4 8,7605
S40 1,3871
S40 2,11500
S40 3,9006
S40 4,10316
S41 0,12729
S41 7,7151
S41 8,11368
S41 9,5657
S42 5,13060
S42 6,11979
S42 7,4775
S43 1,8816
S43 2,7060
S43 3,13920
S43 4,11362
S44 5,8702
S44 6,13707
S45 0,1732
S45 8,3582
S45 9,9164
S5 0,11865
S5 6,13260
S5 7,13246
S5 8,14346
S5 9,10726
S6 1,11491
S6 2,7147
S6 3,7982
S6 4,13471
S6 5,10150
S6 6,7881
S60 1,1516
S60 2,8184
S60 3,7674
S60 4,6376
S60 5,15219
S60 8,3155
S61 1,7106
S61 2,12242
S61 3,7846
S61 4,7748
S62 5,6839
S62 6,4299
S62 7,8947
S63 0,9516
S63 5,4
S63 6,9967
S63 7,8573
S63 8,7569
S63 9,7279
S64 0,8590
S64 5,3006
S64 8,13025
S64 9,7281
S65 1,5891
S65 2,12694
S65 3,8838
S65 4,7755
S66 1,6085
S66 2,8728
S66 3,6183
S66 7,9708
S66 8,9227
S66 9,6360
S7 1,9521
S7 2,8243
S70 1,5693
S70 2,1995
S70 3,8639
S70 4,8595
S70 5,7794
S70 6,8721
S71 1,8452
S71 2,9368
S71 3,9778
S71 4,10765
S71 5,9210
S72 0,3316
S72 7,5261
S72 8,13032
S72 9,4316
S73 0,12001
S73 8,9701
S73 9,7549
S74 0,7966
S74 8,3808
S74 9,6284
S75 1,7792
S75 2,8374
S75 3,7884
S75 4,4553
S75 5,8562
S75 6,7729
S8 0,10670
S8 7,12670
S8 8,13344
S8 9,9267
S80 1,6040
S80 2,9474
S80 3,4974
S80 4,10353
S81 0,11253
S81 7,11192
S81 8,8204
S81 9,8007
S9 1,11608
S9 2,33
S9 3,4416
S9 4,8660
S9 5,4324
SA1 1,3214
SA1 2,6758
SA1 3,4015
SA1 4,4447
SA1 5,1366
SA1 6,14629
SA1 7,7201
SA1 8,10236
SA10 6,11174
SA10 7,9549
SA10 8,6476
SA10 9,3831
SA11 1,6126
SA11 2,9657
SA11 3,11181
SA11 4,2974
SA11 5,5679
SA12 6,10595
SA12 7,8384
SA12 8,6865
SA12 9,6774
SA13 1,6183
SA13 2,8249
SA13 3,4730
SA14 6,6913
SA14 7,7153
SA14 8,12233
SA14 9,9057
SA15 1,9491
SA15 2,8683
SA15 3,7238
SA15 4,5618
SA15 5,6713
SA16 0,8291
SA17 4,6715
SA17 5,3140
SA18 1,9107
SA18 2,10384
SA18 3,10937
SA19 0,2
SA19 6,3186
SA19 7,2765
SA19 8,1858
SA19 9,1636
SA2 0,12608
SA2 7,10992
SA2 8,6511
SA2 9,6654
SA20 0,3341
SA3 1,2923
SA3 2,2600
SA3 3,3645
SA3 4,7528
SA3 5,8658
SA31 1,5877
SA31 2,4442
SA31 3,7557
SA32 7,3929
SA32 8,3841
SA33 4,5576
SA33 5,3282
SA33 6,3634
SA34 0,5108
SA35 0,765
SA36 0,354
SA37 0,1409
SA38 9,4558
SA39 9,2527
SA4 0,3428
SA4 3,9936
SA4 4,11981
SA4 6,7525
SA4 8,6842
SA4 9,6181
SA40 9,2965
SA41 3,2061
SA42 0,2065
SA43 1,4667
SA43 2,5449
SA43 3,2533
SA44 4,3746
SA44 5,4702
SA44 6,2614
SA45 9,1438
SA46 0,2487
SA47 0,1082
SA48 7,4305
SA48 8,4364
SA5 4,5624
SA5 5,7670
SA5 7,6321
SA5 8,7786
SA5 9,8116
SA6 5,8811
SA6 6,12604
SA6 7,6548
SA6 8,4759
SA61 1,8104
SA61 2,6397
SA62 3,5344
SA62 4,4672
SA62 5,5515
SA62 6,5657
SA63 4,1294
SA64 0,2357
SA65 9,4466
SA66 7,3256
SA67 7,2742
SA67 8,4756
SA68 0,4101
SA69 9,3646
SA7 0,2547
SA7 9,12886
SA70 7,2903
SA70 8,5889
SA71 4,6140
SA71 5,4501
SA72 4,808
SA72 6,9625
SA73 1,8468
SA73 2,6406
SA73 3,6239
SA8 3,5401
SA8 4,7886
SA9 1,7925
SA9 2,7406
SE1 0,5239
SE1 1,4102
SE1 2,7339
SE1 3,9502
SE1 4,12042
SE1 5,12213
SE1 6,7855
SE1 7,6987
SE1 8,4332
SE1 9,3563
SE10 0,17993
SE10 8,9690
SE10 9,12971
SE11 4,9589
SE11 5,7004
SE11 6,6421
SE12 0,9427
SE12 8,9024
SE12 9,10109
SE13 5,13733
SE13 6,13341
SE13 7,19288
SE14 5,16819
SE14 6,10715
SE15 1,7499
SE15 2,13294
SE15 3,14186
SE15 4,8398
SE15 5,9609
SE15 6,12592
SE16 2,11236
SE16 3,12010
SE16 4,8302
SE16 5,6167
SE16 6,4722
SE16 7,11260
SE17 1,10359
SE17 2,12697
SE17 3,12697
SE18 1,15522
SE18 2,10897
SE18 3,12446
SE18 4,8631
SE18 5,9470
SE18 6,14344
SE18 7,13660
SE19 1,9240
SE19 2,8322
SE19 3,11352
SE1P 4,3
SE2 0,13315
SE2 9,15066
SE20 7,12194
SE20 8,12618
SE21 7,3647
SE21 8,11563
SE22 0,10842
SE22 8,10849
SE22 9,8738
SE23 1,9073
SE23 2,13760
SE23 3,11811
SE24 0,9028
SE24 9,9451
SE25 4,13440
SE25 5,9726
SE25 6,13434
SE26 4,10348
SE26 5,9058
SE26 6,11184
SE27 0,12262
SE27 9,9896
SE28 0,12276
SE28 8,18248
SE3 0,6230
SE3 7,8531
SE3 8,10105
SE3 9,10063
SE4 1,16746
SE4 2,12218
SE5 0,11419
SE5 5,123
SE5 7,12610
SE5 8,14457
SE5 9,11843
SE6 1,17904
SE6 2,13503
SE6 3,12437
