file_name,file_path,word_count,char_count,runs,min_ms,mean_ms,p50_ms,p95_ms,max_ms,mean_server_ms
10k.txt,/Users/gongahkia/Desktop/coding/smu/Noupe/test/fixtures/latency-corpus/10k.txt,10368,76943,5,4501.234,4960.321,4571.906,6132.036,6493.352,4944.772
1k.txt,/Users/gongahkia/Desktop/coding/smu/Noupe/test/fixtures/latency-corpus/1k.txt,1334,8728,5,1463.473,1952.723,1671.952,2863.985,3117.452,1946.477
2k.txt,/Users/gongahkia/Desktop/coding/smu/Noupe/test/fixtures/latency-corpus/2k.txt,2481,16099,5,2796.916,3569.92,3407.815,4481.4,4588.388,3555.194
5k.txt,/Users/gongahkia/Desktop/coding/smu/Noupe/test/fixtures/latency-corpus/5k.txt,5445,40721,5,5302.946,5868.363,5697.796,6634.942,6770.658,5856.81
